ENTSTATION,EXTSTATION,Fare
Pentagon City,Archives-Navy Memorial-Penn Quarter,2.3
Pentagon City,Waterfront,2.3
Pentagon City,Grosvenor-Strathmore,5.35
Pentagon City,Minnesota Ave,3.55
Pentagon City,Braddock Road,2.5
Pentagon City,East Falls Church,3.45
Pentagon City,Capitol South,2.45
Pentagon City,Naylor Road,3.6
Pentagon City,Van Dorn Street,3.6
Pentagon City,Cleveland Park,3.3
Pentagon City,Court House,2.3
Pentagon City,Arlington Cemetery,2.25
Pentagon City,Mt Vernon Sq 7th St-Convention Center,2.6
Pentagon City,Pentagon,2.25
Pentagon City,Branch Ave,4.45
Pentagon City,Potomac Ave,2.75
Pentagon City,Union Station,2.65
Pentagon City,College Park-U of Md,5.05
Pentagon City,Forest Glen,5.0
Pentagon City,Anacostia,2.75
Pentagon City,Vienna/Fairfax-GMU,5.3
Pentagon City,Largo Town Center,5.15
Pentagon City,U Street/African-Amer Civil War Memorial/Cardozo,2.85
Pentagon City,Glenmont,5.95
Pentagon City,Franconia-Springfield,4.55
Pentagon City,L'Enfant Plaza,2.25
Pentagon City,Navy Yard-Ballpark,2.5
Pentagon City,Clarendon,2.4
Pentagon City,Greenbelt,5.75
Pentagon City,NoMa-Gallaudet U,2.9
Pentagon City,McLean,4.65
Pentagon City,Woodley Park-Zoo/Adams Morgan,3.05
Pentagon City,Shaw-Howard U,2.75
Pentagon City,Federal Triangle,2.35
Pentagon City,Tysons Corner,4.8
Pentagon City,Federal Center SW,2.25
Pentagon City,New Carrollton,5.1
Pentagon City,Friendship Heights,3.9
Pentagon City,Huntington,3.05
Pentagon City,King St-Old Town,2.7
Pentagon City,Crystal City,2.25
Pentagon City,White Flint,5.75
Pentagon City,Takoma,4.2
Pentagon City,Smithsonian,2.25
Pentagon City,Bethesda,4.4
Pentagon City,Shady Grove,6.0
Pentagon City,Prince George's Plaza,4.55
Pentagon City,Dunn Loring-Merrifield,4.6
Pentagon City,Judiciary Square,2.5
Pentagon City,Stadium-Armory,3.0
Pentagon City,Gallery Pl-Chinatown,2.45
Pentagon City,Brookland-CUA,3.45
Pentagon City,Eastern Market,2.6
Pentagon City,Van Ness-UDC,3.45
Pentagon City,Capitol Heights,4.05
Pentagon City,Rockville,6.0
Pentagon City,Greensboro,5.0
Pentagon City,Rhode Island Ave-Brentwood,3.2
Pentagon City,Fort Totten,3.75
Pentagon City,West Falls Church-VT/UVA,4.05
Pentagon City,Columbia Heights,3.05
Pentagon City,Suitland,4.0
Pentagon City,Eisenhower Avenue,2.9
Pentagon City,Foggy Bottom-GWU,2.4
Pentagon City,Ballston-MU,2.7
Pentagon City,Metro Center,2.45
Pentagon City,Morgan Boulevard,4.8
Pentagon City,Wheaton,5.45
Pentagon City,Virginia Square-GMU,2.55
Pentagon City,Addison Road-Seat Pleasant,4.35
Pentagon City,Tenleytown-AU,3.7
Pentagon City,Deanwood,3.8
Pentagon City,Medical Center,4.7
Pentagon City,Georgia Ave-Petworth,3.35
Pentagon City,Dupont Circle,2.7
Pentagon City,McPherson Square,2.5
Pentagon City,Landover,4.65
Pentagon City,Spring Hill,5.2
Pentagon City,Ronald Reagan Washington National Airport,2.25
Pentagon City,Benning Road,3.65
Pentagon City,Farragut West,2.5
Pentagon City,Twinbrook,6.0
Pentagon City,Wiehle-Reston East,6.0
Pentagon City,Cheverly,4.15
Metro Center,Silver Spring,3.65
Metro Center,Rosslyn,2.25
Metro Center,Farragut North,2.25
Metro Center,Southern Avenue,3.05
Metro Center,West Hyattsville,3.25
Metro Center,Congress Heights,2.8
Metro Center,Archives-Navy Memorial-Penn Quarter,2.25
Metro Center,Waterfront,2.25
Metro Center,Grosvenor-Strathmore,4.5
Metro Center,Minnesota Ave,2.95
Metro Center,Braddock Road,3.55
Metro Center,East Falls Church,3.65
Metro Center,Capitol South,2.25
Metro Center,Naylor Road,3.3
Metro Center,Van Dorn Street,4.6
Metro Center,Cleveland Park,2.3
Metro Center,Court House,2.4
Metro Center,Arlington Cemetery,2.25
Metro Center,Mt Vernon Sq 7th St-Convention Center,2.25
Metro Center,Pentagon,2.25
Metro Center,Branch Ave,4.15
Metro Center,Potomac Ave,2.25
Metro Center,Union Station,2.25
Metro Center,College Park-U of Md,4.1
Metro Center,Forest Glen,4.15
Metro Center,Anacostia,2.35
Metro Center,Vienna/Fairfax-GMU,5.55
Metro Center,Largo Town Center,4.65
Metro Center,U Street/African-Amer Civil War Memorial/Cardozo,2.25
Metro Center,Glenmont,5.1
Metro Center,Franconia-Springfield,5.55
Metro Center,L'Enfant Plaza,2.25
Metro Center,Navy Yard-Ballpark,2.25
Metro Center,Clarendon,2.6
Metro Center,Greenbelt,4.8
Metro Center,NoMa-Gallaudet U,2.25
Metro Center,McLean,4.75
Metro Center,Woodley Park-Zoo/Adams Morgan,2.25
Metro Center,Shaw-Howard U,2.25
Metro Center,Federal Triangle,2.25
Metro Center,Tysons Corner,4.9
Metro Center,Federal Center SW,2.25
Metro Center,New Carrollton,4.45
Metro Center,Friendship Heights,3.05
Metro Center,Huntington,4.1
Metro Center,King St-Old Town,3.75
Metro Center,Crystal City,2.55
Metro Center,White Flint,4.9
Metro Center,Takoma,3.3
Metro Center,Smithsonian,2.25
Metro Center,Bethesda,3.55
Metro Center,Shady Grove,6.0
Metro Center,Prince George's Plaza,3.6
Metro Center,Dunn Loring-Merrifield,4.8
Metro Center,Judiciary Square,2.25
Metro Center,Stadium-Armory,2.4
Metro Center,Gallery Pl-Chinatown,2.25
Metro Center,Brookland-CUA,2.4
Metro Center,Eastern Market,2.25
Metro Center,Van Ness-UDC,2.5
Metro Center,Capitol Heights,3.55
Metro Center,Rockville,5.75
Metro Center,Greensboro,5.1
Metro Center,Rhode Island Ave-Brentwood,2.25
Metro Center,Fort Totten,2.75
Metro Center,West Falls Church-VT/UVA,4.2
Metro Center,Columbia Heights,2.25
Metro Center,Suitland,3.7
Metro Center,Eisenhower Avenue,3.95
Metro Center,Foggy Bottom-GWU,2.25
Metro Center,Ballston-MU,2.9
Metro Center,Pentagon City,2.45
Metro Center,Morgan Boulevard,4.25
Metro Center,Wheaton,4.6
Metro Center,Virginia Square-GMU,2.75
Metro Center,Addison Road-Seat Pleasant,3.85
Metro Center,Tenleytown-AU,2.8
Metro Center,Deanwood,3.2
Metro Center,Medical Center,3.85
Metro Center,Georgia Ave-Petworth,2.3
Metro Center,Dupont Circle,2.25
Metro Center,McPherson Square,2.25
Metro Center,Landover,4.05
Metro Center,Spring Hill,5.3
Metro Center,Ronald Reagan Washington National Airport,2.65
Metro Center,Benning Road,3.1
Metro Center,Farragut West,2.25
Metro Center,Twinbrook,5.2
Metro Center,Wiehle-Reston East,6.0
Metro Center,Cheverly,3.55
Morgan Boulevard,Silver Spring,5.75
Morgan Boulevard,Rosslyn,4.95
Morgan Boulevard,Farragut North,4.45
Morgan Boulevard,Southern Avenue,4.55
Morgan Boulevard,West Hyattsville,4.95
Morgan Boulevard,Congress Heights,4.45
Morgan Boulevard,Archives-Navy Memorial-Penn Quarter,4.1
Morgan Boulevard,Waterfront,4.15
Morgan Boulevard,Grosvenor-Strathmore,6.0
Morgan Boulevard,Minnesota Ave,3.35
Morgan Boulevard,Braddock Road,5.55
Morgan Boulevard,East Falls Church,6.0
Morgan Boulevard,Capitol South,3.8
Morgan Boulevard,Naylor Road,4.55
Morgan Boulevard,Van Dorn Street,6.0
Morgan Boulevard,Cleveland Park,5.0
Morgan Boulevard,Court House,5.25
Morgan Boulevard,Arlington Cemetery,4.9
Morgan Boulevard,Mt Vernon Sq 7th St-Convention Center,4.25
Morgan Boulevard,Pentagon,4.65
Morgan Boulevard,Branch Ave,4.95
Morgan Boulevard,Potomac Ave,3.45
Morgan Boulevard,Union Station,4.2
Morgan Boulevard,College Park-U of Md,5.4
Morgan Boulevard,Forest Glen,6.0
Morgan Boulevard,Anacostia,4.25
Morgan Boulevard,Vienna/Fairfax-GMU,6.0
Morgan Boulevard,Largo Town Center,2.25
Morgan Boulevard,U Street/African-Amer Civil War Memorial/Cardozo,4.45
Morgan Boulevard,Glenmont,6.0
Morgan Boulevard,Franconia-Springfield,6.0
Morgan Boulevard,L'Enfant Plaza,4.05
Morgan Boulevard,Navy Yard-Ballpark,4.15
Morgan Boulevard,Clarendon,5.4
Morgan Boulevard,Greenbelt,6.0
Morgan Boulevard,NoMa-Gallaudet U,4.25
Morgan Boulevard,McLean,6.0
Morgan Boulevard,Woodley Park-Zoo/Adams Morgan,4.85
Morgan Boulevard,Shaw-Howard U,4.35
Morgan Boulevard,Federal Triangle,4.2
Morgan Boulevard,Tysons Corner,6.0
Morgan Boulevard,Federal Center SW,3.95
Morgan Boulevard,New Carrollton,4.05
Morgan Boulevard,Friendship Heights,5.65
Morgan Boulevard,Huntington,6.0
Morgan Boulevard,King St-Old Town,5.7
Morgan Boulevard,Crystal City,4.85
Morgan Boulevard,White Flint,6.0
Morgan Boulevard,Takoma,5.35
Morgan Boulevard,Smithsonian,4.15
Morgan Boulevard,Bethesda,6.0
Morgan Boulevard,Shady Grove,6.0
Morgan Boulevard,Prince George's Plaza,5.15
Morgan Boulevard,Dunn Loring-Merrifield,6.0
Morgan Boulevard,Judiciary Square,4.2
Morgan Boulevard,Stadium-Armory,3.3
Morgan Boulevard,Gallery Pl-Chinatown,4.15
Morgan Boulevard,Brookland-CUA,4.55
Morgan Boulevard,Eastern Market,3.65
Morgan Boulevard,Van Ness-UDC,5.15
Morgan Boulevard,Capitol Heights,2.25
Morgan Boulevard,Rockville,6.0
Morgan Boulevard,Greensboro,6.0
Morgan Boulevard,Rhode Island Ave-Brentwood,4.4
Morgan Boulevard,Fort Totten,4.85
Morgan Boulevard,West Falls Church-VT/UVA,6.0
Morgan Boulevard,Columbia Heights,4.65
Morgan Boulevard,Suitland,4.65
Morgan Boulevard,Eisenhower Avenue,5.9
Morgan Boulevard,Foggy Bottom-GWU,4.6
Morgan Boulevard,Ballston-MU,5.7
Morgan Boulevard,Pentagon City,4.8
Morgan Boulevard,Metro Center,4.25
Morgan Boulevard,Wheaton,6.0
Morgan Boulevard,Virginia Square-GMU,5.5
Morgan Boulevard,Addison Road-Seat Pleasant,2.25
Morgan Boulevard,Tenleytown-AU,5.45
Morgan Boulevard,Deanwood,3.4
Morgan Boulevard,Medical Center,6.0
Morgan Boulevard,Georgia Ave-Petworth,4.75
Morgan Boulevard,Dupont Circle,4.55
Morgan Boulevard,McPherson Square,4.35
Morgan Boulevard,Landover,3.75
Morgan Boulevard,Spring Hill,6.0
Morgan Boulevard,Ronald Reagan Washington National Airport,4.85
Morgan Boulevard,Benning Road,2.55
Morgan Boulevard,Farragut West,4.45
Morgan Boulevard,Twinbrook,6.0
Morgan Boulevard,Wiehle-Reston East,6.0
Morgan Boulevard,Cheverly,3.5
Wheaton,Silver Spring,2.35
Wheaton,Rosslyn,5.0
Wheaton,Farragut North,4.65
Wheaton,Southern Avenue,6.0
Wheaton,West Hyattsville,3.75
Wheaton,Congress Heights,5.8
Wheaton,Archives-Navy Memorial-Penn Quarter,4.65
Wheaton,Waterfront,5.0
Wheaton,Grosvenor-Strathmore,5.15
Wheaton,Minnesota Ave,5.6
Wheaton,Braddock Road,6.0
Wheaton,East Falls Church,6.0
Wheaton,Capitol South,4.95
Wheaton,Naylor Road,6.0
Wheaton,Van Dorn Street,6.0
Wheaton,Cleveland Park,4.7
Wheaton,Court House,5.25
Wheaton,Arlington Cemetery,5.25
Wheaton,Mt Vernon Sq 7th St-Convention Center,4.4
Wheaton,Pentagon,5.3
Wheaton,Branch Ave,6.0
Wheaton,Potomac Ave,5.2
Wheaton,Union Station,4.45
Wheaton,College Park-U of Md,4.3
Wheaton,Forest Glen,2.25
Wheaton,Anacostia,5.45
Wheaton,Vienna/Fairfax-GMU,6.0
Wheaton,Largo Town Center,6.0
Wheaton,U Street/African-Amer Civil War Memorial/Cardozo,4.15
Wheaton,Glenmont,2.25
Wheaton,Franconia-Springfield,6.0
Wheaton,L'Enfant Plaza,4.8
Wheaton,Navy Yard-Ballpark,5.15
Wheaton,Clarendon,5.35
Wheaton,Greenbelt,4.65
Wheaton,NoMa-Gallaudet U,4.3
Wheaton,McLean,6.0
Wheaton,Woodley Park-Zoo/Adams Morgan,4.65
Wheaton,Shaw-Howard U,4.25
Wheaton,Federal Triangle,4.7
Wheaton,Tysons Corner,6.0
Wheaton,Federal Center SW,4.9
Wheaton,New Carrollton,6.0
Wheaton,Friendship Heights,4.85
Wheaton,Huntington,6.0
Wheaton,King St-Old Town,6.0
Wheaton,Crystal City,5.6
Wheaton,White Flint,5.45
Wheaton,Takoma,2.8
Wheaton,Smithsonian,4.8
Wheaton,Bethesda,4.9
Wheaton,Shady Grove,6.0
Wheaton,Prince George's Plaza,3.95
Wheaton,Dunn Loring-Merrifield,6.0
Wheaton,Judiciary Square,4.55
Wheaton,Stadium-Armory,5.3
Wheaton,Gallery Pl-Chinatown,4.55
Wheaton,Brookland-CUA,3.75
Wheaton,Eastern Market,5.05
Wheaton,Van Ness-UDC,4.7
Wheaton,Capitol Heights,6.0
Wheaton,Rockville,6.0
Wheaton,Greensboro,6.0
Wheaton,Rhode Island Ave-Brentwood,4.0
Wheaton,Fort Totten,3.4
Wheaton,West Falls Church-VT/UVA,6.0
Wheaton,Columbia Heights,3.9
Wheaton,Suitland,6.0
Wheaton,Eisenhower Avenue,6.0
Wheaton,Foggy Bottom-GWU,4.75
Wheaton,Ballston-MU,5.6
Wheaton,Pentagon City,5.45
Wheaton,Metro Center,4.6
Wheaton,Morgan Boulevard,6.0
Wheaton,Virginia Square-GMU,5.45
Wheaton,Addison Road-Seat Pleasant,6.0
Wheaton,Tenleytown-AU,4.8
Wheaton,Deanwood,5.7
Wheaton,Medical Center,4.95
Wheaton,Georgia Ave-Petworth,3.7
Wheaton,Dupont Circle,4.65
Wheaton,McPherson Square,4.6
Wheaton,Landover,6.0
Wheaton,Spring Hill,6.0
Wheaton,Ronald Reagan Washington National Airport,5.7
Wheaton,Benning Road,5.75
Wheaton,Farragut West,4.65
Wheaton,Twinbrook,5.7
Wheaton,Wiehle-Reston East,6.0
Wheaton,Cheverly,5.85
Virginia Square-GMU,Silver Spring,4.65
Virginia Square-GMU,Rosslyn,2.25
Virginia Square-GMU,Farragut North,2.75
Virginia Square-GMU,Southern Avenue,4.15
Virginia Square-GMU,West Hyattsville,4.5
Virginia Square-GMU,Congress Heights,3.9
Virginia Square-GMU,Archives-Navy Memorial-Penn Quarter,2.85
Virginia Square-GMU,Waterfront,3.1
Virginia Square-GMU,Grosvenor-Strathmore,5.2
Virginia Square-GMU,Minnesota Ave,4.3
Virginia Square-GMU,Braddock Road,3.6
Virginia Square-GMU,East Falls Church,2.25
Virginia Square-GMU,Capitol South,3.25
Virginia Square-GMU,Naylor Road,4.45
Virginia Square-GMU,Van Dorn Street,4.35
Virginia Square-GMU,Cleveland Park,3.25
Virginia Square-GMU,Court House,2.25
Virginia Square-GMU,Arlington Cemetery,2.25
Virginia Square-GMU,Mt Vernon Sq 7th St-Convention Center,2.95
Virginia Square-GMU,Pentagon,2.45
Virginia Square-GMU,Branch Ave,5.3
Virginia Square-GMU,Potomac Ave,3.55
Virginia Square-GMU,Union Station,3.1
Virginia Square-GMU,College Park-U of Md,5.35
Virginia Square-GMU,Forest Glen,5.05
Virginia Square-GMU,Anacostia,3.6
Virginia Square-GMU,Vienna/Fairfax-GMU,4.25
Virginia Square-GMU,Largo Town Center,5.9
Virginia Square-GMU,U Street/African-Amer Civil War Memorial/Cardozo,3.1
Virginia Square-GMU,Glenmont,5.95
Virginia Square-GMU,Franconia-Springfield,5.25
Virginia Square-GMU,L'Enfant Plaza,2.95
Virginia Square-GMU,Navy Yard-Ballpark,3.3
Virginia Square-GMU,Clarendon,2.25
Virginia Square-GMU,Greenbelt,6.0
Virginia Square-GMU,NoMa-Gallaudet U,3.3
Virginia Square-GMU,McLean,3.55
Virginia Square-GMU,Woodley Park-Zoo/Adams Morgan,3.1
Virginia Square-GMU,Shaw-Howard U,3.05
Virginia Square-GMU,Federal Triangle,2.75
Virginia Square-GMU,Tysons Corner,3.7
Virginia Square-GMU,Federal Center SW,3.05
Virginia Square-GMU,New Carrollton,5.7
Virginia Square-GMU,Friendship Heights,3.8
Virginia Square-GMU,Huntington,4.0
Virginia Square-GMU,King St-Old Town,3.75
Virginia Square-GMU,Crystal City,2.75
Virginia Square-GMU,White Flint,5.55
Virginia Square-GMU,Takoma,4.35
Virginia Square-GMU,Smithsonian,2.8
Virginia Square-GMU,Bethesda,4.25
Virginia Square-GMU,Shady Grove,6.0
Virginia Square-GMU,Prince George's Plaza,4.8
Virginia Square-GMU,Dunn Loring-Merrifield,3.55
Virginia Square-GMU,Judiciary Square,2.9
Virginia Square-GMU,Stadium-Armory,3.75
Virginia Square-GMU,Gallery Pl-Chinatown,2.8
Virginia Square-GMU,Brookland-CUA,3.75
Virginia Square-GMU,Eastern Market,3.4
Virginia Square-GMU,Van Ness-UDC,3.4
Virginia Square-GMU,Capitol Heights,4.8
Virginia Square-GMU,Rockville,6.0
Virginia Square-GMU,Greensboro,3.9
Virginia Square-GMU,Rhode Island Ave-Brentwood,3.55
Virginia Square-GMU,Fort Totten,3.95
Virginia Square-GMU,West Falls Church-VT/UVA,2.9
Virginia Square-GMU,Columbia Heights,3.3
Virginia Square-GMU,Suitland,4.85
Virginia Square-GMU,Eisenhower Avenue,3.9
Virginia Square-GMU,Foggy Bottom-GWU,2.35
Virginia Square-GMU,Ballston-MU,2.25
Virginia Square-GMU,Pentagon City,2.55
Virginia Square-GMU,Metro Center,2.75
Virginia Square-GMU,Morgan Boulevard,5.5
Virginia Square-GMU,Wheaton,5.45
Virginia Square-GMU,Addison Road-Seat Pleasant,5.1
Virginia Square-GMU,Tenleytown-AU,3.55
Virginia Square-GMU,Deanwood,4.5
Virginia Square-GMU,Medical Center,4.55
Virginia Square-GMU,Georgia Ave-Petworth,3.5
Virginia Square-GMU,Dupont Circle,2.85
Virginia Square-GMU,McPherson Square,2.6
Virginia Square-GMU,Landover,5.35
Virginia Square-GMU,Spring Hill,4.1
Virginia Square-GMU,Ronald Reagan Washington National Airport,2.9
Virginia Square-GMU,Benning Road,4.4
Virginia Square-GMU,Farragut West,2.5
Virginia Square-GMU,Twinbrook,5.9
Virginia Square-GMU,Wiehle-Reston East,5.7
Virginia Square-GMU,Cheverly,4.85
Addison Road-Seat Pleasant,Silver Spring,5.45
Addison Road-Seat Pleasant,Rosslyn,4.55
Addison Road-Seat Pleasant,Farragut North,4.05
Addison Road-Seat Pleasant,Southern Avenue,4.1
Addison Road-Seat Pleasant,West Hyattsville,4.65
Addison Road-Seat Pleasant,Congress Heights,4.0
Addison Road-Seat Pleasant,Archives-Navy Memorial-Penn Quarter,3.7
Addison Road-Seat Pleasant,Waterfront,3.7
Addison Road-Seat Pleasant,Grosvenor-Strathmore,6.0
Addison Road-Seat Pleasant,Minnesota Ave,2.9
Addison Road-Seat Pleasant,Braddock Road,5.1
Addison Road-Seat Pleasant,East Falls Church,5.95
Addison Road-Seat Pleasant,Capitol South,3.35
Addison Road-Seat Pleasant,Naylor Road,4.1
Addison Road-Seat Pleasant,Van Dorn Street,6.0
Addison Road-Seat Pleasant,Cleveland Park,4.6
Addison Road-Seat Pleasant,Court House,4.85
Addison Road-Seat Pleasant,Arlington Cemetery,4.45
Addison Road-Seat Pleasant,Mt Vernon Sq 7th St-Convention Center,3.85
Addison Road-Seat Pleasant,Pentagon,4.2
Addison Road-Seat Pleasant,Branch Ave,4.6
Addison Road-Seat Pleasant,Potomac Ave,3.0
Addison Road-Seat Pleasant,Union Station,3.8
Addison Road-Seat Pleasant,College Park-U of Md,5.15
Addison Road-Seat Pleasant,Forest Glen,5.9
Addison Road-Seat Pleasant,Anacostia,3.8
Addison Road-Seat Pleasant,Vienna/Fairfax-GMU,6.0
Addison Road-Seat Pleasant,Largo Town Center,2.25
Addison Road-Seat Pleasant,U Street/African-Amer Civil War Memorial/Cardozo,4.05
Addison Road-Seat Pleasant,Glenmont,6.0
Addison Road-Seat Pleasant,Franconia-Springfield,6.0
Addison Road-Seat Pleasant,L'Enfant Plaza,3.6
Addison Road-Seat Pleasant,Navy Yard-Ballpark,3.7
Addison Road-Seat Pleasant,Clarendon,4.95
Addison Road-Seat Pleasant,Greenbelt,5.8
Addison Road-Seat Pleasant,NoMa-Gallaudet U,3.85
Addison Road-Seat Pleasant,McLean,6.0
Addison Road-Seat Pleasant,Woodley Park-Zoo/Adams Morgan,4.45
Addison Road-Seat Pleasant,Shaw-Howard U,3.9
Addison Road-Seat Pleasant,Federal Triangle,3.8
Addison Road-Seat Pleasant,Tysons Corner,6.0
Addison Road-Seat Pleasant,Federal Center SW,3.5
Addison Road-Seat Pleasant,New Carrollton,3.9
Addison Road-Seat Pleasant,Friendship Heights,5.25
Addison Road-Seat Pleasant,Huntington,5.6
Addison Road-Seat Pleasant,King St-Old Town,5.3
Addison Road-Seat Pleasant,Crystal City,4.4
Addison Road-Seat Pleasant,White Flint,6.0
Addison Road-Seat Pleasant,Takoma,5.05
Addison Road-Seat Pleasant,Smithsonian,3.75
Addison Road-Seat Pleasant,Bethesda,5.7
Addison Road-Seat Pleasant,Shady Grove,6.0
Addison Road-Seat Pleasant,Prince George's Plaza,4.85
Addison Road-Seat Pleasant,Dunn Loring-Merrifield,6.0
Addison Road-Seat Pleasant,Judiciary Square,3.75
Addison Road-Seat Pleasant,Stadium-Armory,2.8
Addison Road-Seat Pleasant,Gallery Pl-Chinatown,3.75
Addison Road-Seat Pleasant,Brookland-CUA,4.2
Addison Road-Seat Pleasant,Eastern Market,3.2
Addison Road-Seat Pleasant,Van Ness-UDC,4.75
Addison Road-Seat Pleasant,Capitol Heights,2.25
Addison Road-Seat Pleasant,Rockville,6.0
Addison Road-Seat Pleasant,Greensboro,6.0
Addison Road-Seat Pleasant,Rhode Island Ave-Brentwood,4.0
Addison Road-Seat Pleasant,Fort Totten,4.5
Addison Road-Seat Pleasant,West Falls Church-VT/UVA,6.0
Addison Road-Seat Pleasant,Columbia Heights,4.25
Addison Road-Seat Pleasant,Suitland,4.25
Addison Road-Seat Pleasant,Eisenhower Avenue,5.5
Addison Road-Seat Pleasant,Foggy Bottom-GWU,4.2
Addison Road-Seat Pleasant,Ballston-MU,5.25
Addison Road-Seat Pleasant,Pentagon City,4.35
Addison Road-Seat Pleasant,Metro Center,3.85
Addison Road-Seat Pleasant,Morgan Boulevard,2.25
Addison Road-Seat Pleasant,Wheaton,6.0
Addison Road-Seat Pleasant,Virginia Square-GMU,5.1
Addison Road-Seat Pleasant,Tenleytown-AU,5.05
Addison Road-Seat Pleasant,Deanwood,3.0
Addison Road-Seat Pleasant,Medical Center,5.95
Addison Road-Seat Pleasant,Georgia Ave-Petworth,4.35
Addison Road-Seat Pleasant,Dupont Circle,4.15
Addison Road-Seat Pleasant,McPherson Square,3.95
Addison Road-Seat Pleasant,Landover,3.55
Addison Road-Seat Pleasant,Spring Hill,6.0
Addison Road-Seat Pleasant,Ronald Reagan Washington National Airport,4.45
Addison Road-Seat Pleasant,Benning Road,2.25
Addison Road-Seat Pleasant,Farragut West,4.05
Addison Road-Seat Pleasant,Twinbrook,6.0
Addison Road-Seat Pleasant,Wiehle-Reston East,6.0
Addison Road-Seat Pleasant,Cheverly,3.15
Tenleytown-AU,Silver Spring,4.0
Tenleytown-AU,Rosslyn,3.1
Tenleytown-AU,Farragut North,2.55
Tenleytown-AU,Southern Avenue,4.45
Tenleytown-AU,West Hyattsville,4.1
Tenleytown-AU,Congress Heights,4.2
Tenleytown-AU,Archives-Navy Memorial-Penn Quarter,3.0
Tenleytown-AU,Waterfront,3.35
Tenleytown-AU,Grosvenor-Strathmore,3.15
Tenleytown-AU,Minnesota Ave,4.2
Tenleytown-AU,Braddock Road,4.8
Tenleytown-AU,East Falls Church,4.2
Tenleytown-AU,Capitol South,3.35
Tenleytown-AU,Naylor Road,4.65
Tenleytown-AU,Van Dorn Street,5.6
Tenleytown-AU,Cleveland Park,2.25
Tenleytown-AU,Court House,3.35
Tenleytown-AU,Arlington Cemetery,3.4
Tenleytown-AU,Mt Vernon Sq 7th St-Convention Center,2.9
Tenleytown-AU,Pentagon,3.55
Tenleytown-AU,Branch Ave,5.5
Tenleytown-AU,Potomac Ave,3.65
Tenleytown-AU,Union Station,3.15
Tenleytown-AU,College Park-U of Md,4.9
Tenleytown-AU,Forest Glen,4.4
Tenleytown-AU,Anacostia,3.85
Tenleytown-AU,Vienna/Fairfax-GMU,6.0
Tenleytown-AU,Largo Town Center,5.8
Tenleytown-AU,U Street/African-Amer Civil War Memorial/Cardozo,2.95
Tenleytown-AU,Glenmont,5.3
Tenleytown-AU,Franconia-Springfield,6.0
Tenleytown-AU,L'Enfant Plaza,3.15
Tenleytown-AU,Navy Yard-Ballpark,3.5
Tenleytown-AU,Clarendon,3.45
Tenleytown-AU,Greenbelt,5.5
Tenleytown-AU,NoMa-Gallaudet U,3.2
Tenleytown-AU,McLean,5.05
Tenleytown-AU,Woodley Park-Zoo/Adams Morgan,2.25
Tenleytown-AU,Shaw-Howard U,2.95
Tenleytown-AU,Federal Triangle,2.9
Tenleytown-AU,Tysons Corner,5.25
Tenleytown-AU,Federal Center SW,3.25
Tenleytown-AU,New Carrollton,5.45
Tenleytown-AU,Friendship Heights,2.25
Tenleytown-AU,Huntington,5.25
Tenleytown-AU,King St-Old Town,4.95
Tenleytown-AU,Crystal City,3.85
Tenleytown-AU,White Flint,3.55
Tenleytown-AU,Takoma,3.8
Tenleytown-AU,Smithsonian,3.0
Tenleytown-AU,Bethesda,2.25
Tenleytown-AU,Shady Grove,5.2
Tenleytown-AU,Prince George's Plaza,4.4
Tenleytown-AU,Dunn Loring-Merrifield,5.3
Tenleytown-AU,Judiciary Square,3.0
Tenleytown-AU,Stadium-Armory,3.8
Tenleytown-AU,Gallery Pl-Chinatown,2.9
Tenleytown-AU,Brookland-CUA,3.45
Tenleytown-AU,Eastern Market,3.5
Tenleytown-AU,Van Ness-UDC,2.25
Tenleytown-AU,Capitol Heights,4.8
Tenleytown-AU,Rockville,4.4
Tenleytown-AU,Greensboro,5.45
Tenleytown-AU,Rhode Island Ave-Brentwood,3.35
Tenleytown-AU,Fort Totten,3.55
Tenleytown-AU,West Falls Church-VT/UVA,4.6
Tenleytown-AU,Columbia Heights,3.0
Tenleytown-AU,Suitland,5.0
Tenleytown-AU,Eisenhower Avenue,5.1
Tenleytown-AU,Foggy Bottom-GWU,2.9
Tenleytown-AU,Ballston-MU,3.7
Tenleytown-AU,Pentagon City,3.7
Tenleytown-AU,Metro Center,2.8
Tenleytown-AU,Morgan Boulevard,5.45
Tenleytown-AU,Wheaton,4.8
Tenleytown-AU,Virginia Square-GMU,3.55
Tenleytown-AU,Addison Road-Seat Pleasant,5.05
Tenleytown-AU,Deanwood,4.4
Tenleytown-AU,Medical Center,2.45
Tenleytown-AU,Georgia Ave-Petworth,3.15
Tenleytown-AU,Dupont Circle,2.4
Tenleytown-AU,McPherson Square,2.8
Tenleytown-AU,Landover,5.1
Tenleytown-AU,Spring Hill,5.6
Tenleytown-AU,Ronald Reagan Washington National Airport,3.95
Tenleytown-AU,Benning Road,4.4
Tenleytown-AU,Farragut West,2.85
Tenleytown-AU,Twinbrook,3.85
Tenleytown-AU,Wiehle-Reston East,6.0
Tenleytown-AU,Cheverly,4.7
Deanwood,Silver Spring,4.75
Deanwood,Rosslyn,3.95
Deanwood,Farragut North,3.4
Deanwood,Southern Avenue,3.8
Deanwood,West Hyattsville,4.0
Deanwood,Congress Heights,3.65
Deanwood,Archives-Navy Memorial-Penn Quarter,3.1
Deanwood,Waterfront,3.15
